rank,name,handle,channel_id,channel_url,uploads_playlist,country_or_region,primary_niche,tags,isabella_priority,isabella_match_reason,summary_es,summary_en,tone,speech_speed,subtitle_reliability,shorts_volume_score,recent_shorts_sample_count,recent_2026_shorts_sample_count,captioned_sample_count,recent_shorts_median_views,recent_shorts_top_view_count,subscriber_count,total_video_count,adult_risk,review_confidence,approval_source,quality_notes,evidence_urls
65,Yo Soy Tu Bro,@yosoytubro,UCFx6hP32s7r03egmeKat5Ew,https://www.youtube.com/@yosoytubro,UUFx6hP32s7r03egmeKat5Ew,ES,commentary,commentary|curiosities|viral_videos|entertainment|spanish|opinion|reactions|internet_culture,true,Commentary and opinion channel with engaging edits and voiceovers.,Canal de comentarios y curiosidades que reacciona a videos virales y retos con edición dinámica.,Commentary and curiosities channel reacting to viral videos and challenges with dynamic editing.,energetic,fast,medium,4,37,37,0,28217,1324241,286000,252,medium,high,strict_review,"High energy commentary, good for learning internet slang and fast-paced Spanish.",https://www.youtube.com/shorts/H-U3aYiiq_g|https://www.youtube.com/shorts/i9UfDJEDw7U|https://www.youtube.com/shorts/XjrVkECLN84|https://www.youtube.com/shorts/l08JfbTrvt0|https://www.youtube.com/shorts/a5x6073hHmI
66,Caos Sobre Ruedas,@caossobreruedas,UCj8Q_pESfLwWMLQKjSpGHAw,https://www.youtube.com/@caossobreruedas,UUj8Q_pESfLwWMLQKjSpGHAw,MX,commentary,commentary|dashcam|viral_videos|storytelling|spanish|entertainment|reactions|vehicles,true,Commentary and storytelling over viral clips.,"Canal que recopila y comenta videos virales de situaciones en la carretera, motociclistas y conductores.","Channel that compiles and comments on viral videos of road situations, motorcyclists, and drivers.",dramatic,medium,medium,5,50,50,0,137543,29762798,690000,186,medium,high,strict_review,"Voiceover commentary on viral clips, good for narrative listening.",https://www.youtube.com/shorts/vP1Q_ExJOfc|https://www.youtube.com/shorts/TdjRys3YgC0|https://www.youtube.com/shorts/a8lDHlUj270|https://www.youtube.com/shorts/UbwtjK2uRwA|https://www.youtube.com/shorts/Q_u_mwzDzAY
67,OnlyVoids,@onlyvoids,UCfNJLb_CRDK_em_3ntlmHVA,https://www.youtube.com/@onlyvoids,UUfNJLb_CRDK_em_3ntlmHVA,AR,commentary,commentary|storytime|horror|sci_fi|mysteries|spanish|entertainment|pop_culture,true,Storytime and commentary channel focusing on mysteries and horror.,"Canal de historias, resúmenes y misterios enfocados en el terror, ciencia ficción y 'icebergs'.","Storytime, recaps, and mysteries channel focused on horror, sci-fi, and 'icebergs'.",mysterious,medium,medium,5,50,50,0,177028,2095097,562000,2366,medium,high,strict_review,Good for narrative Spanish and storytelling vocabulary.,https://www.youtube.com/shorts/k8aZNzTfdUU|https://www.youtube.com/shorts/DDuxNKk1YXM|https://www.youtube.com/shorts/9elRReZCP74|https://www.youtube.com/shorts/ZebaNy_85A8|https://www.youtube.com/shorts/qp7LgqccXtI
68,PelisClips,@pelisclips-only,UCSX677muMKmDU0WHu7u7dqA,https://www.youtube.com/@pelisclips-only,UUSX677muMKmDU0WHu7u7dqA,unknown,commentary,commentary|movies|pop_culture|curiosities|recaps|spanish|entertainment|film_analysis,true,Commentary and recaps of movies with curiosities.,"Canal dedicado a curiosidades, secretos y resúmenes de películas y cine.","Channel dedicated to curiosities, secrets, and recaps of movies and cinema.",informative,fast,medium,5,44,25,0,27951,598593,228000,234,medium,high,strict_review,"Movie recaps and trivia, provides good descriptive vocabulary.",https://www.youtube.com/shorts/TiTVvPdKEkI|https://www.youtube.com/shorts/Y8cG5BNDvac|https://www.youtube.com/shorts/9gJQt_QjLZg|https://www.youtube.com/shorts/jxU2YoKtSm0|https://www.youtube.com/shorts/obAdaHeovSc
69,Ideas sin Frontera,@ideassinfrontera,UCPqw_2Q6bNbxZYOK8R71uPw,https://www.youtube.com/@ideassinfrontera,UUPqw_2Q6bNbxZYOK8R71uPw,UY,making_from_scratch,making_from_scratch|diy|crafts|home_improvement|tools|spanish|education|tutorials,true,"DIY, crafts, and making-from-scratch content.","Canal de tutoriales de bricolaje, reparaciones del hogar y proyectos creativos con diversos materiales.","DIY tutorials, home repairs, and creative projects channel using various materials.",educational,medium,medium,5,46,46,0,11751,67104,403000,1392,low,high,strict_review,"Great instructional vocabulary for tools, materials, and DIY processes.",https://www.youtube.com/shorts/hbnOj4xA0oA|https://www.youtube.com/shorts/tT2KL8grjN4|https://www.youtube.com/shorts/P2w3AyIK7L8|https://www.youtube.com/shorts/cj7nWbCyXbE|https://www.youtube.com/shorts/S2fk0DK4WAk
70,Trivialeando,@trivialeando,UClPMOPklvZsSzgHOVXl9LFQ,https://www.youtube.com/@trivialeando,UUlPMOPklvZsSzgHOVXl9LFQ,ES,education,education|street_interviews|pop_culture|history|sports|conversation|comedy|explainers,true,Trivia and street interviews provide excellent conversational Spanish and cultural context.,"Canal de podcast y trivia con preguntas de cultura general, deportes y entrevistas en la calle.","Podcast and trivia channel featuring general knowledge questions, sports, and street interviews.","fun, engaging, educational",fast,medium,4,34,34,0,164340,1138000,69500,191,low,high,strict_review,"High quality podcast clips and street interviews, great for listening comprehension.",https://www.youtube.com/shorts/7V0UqmYegzA|https://www.youtube.com/shorts/oq5_ItEWVQQ|https://www.youtube.com/shorts/AJtTUg_oQt8|https://www.youtube.com/shorts/-oy4H_MfCzQ|https://www.youtube.com/shorts/iI58rx_Hg0A
71,Hablando Movies,@hablandomovies,UCTrxnsR7OPZyPTeRS2W-m8A,https://www.youtube.com/@hablandomovies,UUTrxnsR7OPZyPTeRS2W-m8A,US,pop_culture,pop_culture|commentary|opinion|movies|entertainment|explainers|science|education,false,Pop culture commentary provides good listening practice but is less conversational than lifestyle content.,"Canal dedicado a curiosidades, opiniones y comentarios sobre cine, Marvel, Star Wars y cultura pop.","Channel dedicated to trivia, opinions, and commentary on movies, Marvel, Star Wars, and pop culture.","enthusiastic, informative",fast,medium,5,50,50,0,27152,1070033,158000,564,low,high,strict_review,"Good production value, clear narration about popular movies.",https://www.youtube.com/shorts/1z7onKvfpZc|https://www.youtube.com/shorts/Zxf8Gc6rpUU|https://www.youtube.com/shorts/voh6wAt0fDQ|https://www.youtube.com/shorts/cUI9u6udtkY|https://www.youtube.com/shorts/eARl4w57kaA
72,Candu,@candu-curiosidades,UCCZPKKbX40_-Dmr-A1FZFYQ,https://www.youtube.com/@candu-curiosidades,UUCZPKKbX40_-Dmr-A1FZFYQ,AR,commentary,commentary|opinion|lifestyle|home|beauty|making_from_scratch|diy|crafts|explainers,true,Commentary on everyday hacks and lifestyle topics provides practical vocabulary.,"Canal de comentarios y curiosidades sobre trucos de vida, moda y videos virales.","Commentary and trivia channel focusing on life hacks, fashion, and viral videos.","casual, surprised, informative",fast,medium,5,48,48,0,4158,29880,196000,5192,low,high,strict_review,Good voiceover commentary on interesting visual content.,https://www.youtube.com/shorts/qwzyTsGCLwI|https://www.youtube.com/shorts/1iu3T0Tx_rY|https://www.youtube.com/shorts/2QQTnrniXQs|https://www.youtube.com/shorts/l3hcEu5gsRc|https://www.youtube.com/shorts/UbSWmSC-nRs
73,Eliana Galindo,@elianagalindorisa,UC4luZr-Rdk11Bi7BK4rswKw,https://www.youtube.com/@elianagalindorisa,UU4luZr-Rdk11Bi7BK4rswKw,AR,comedy,comedy|skits|pop_culture|entertainment|humor|trends|viral|acting,false,Comedy skits based on trends may lack sustained natural dialogue.,"Canal de comedia que recrea tendencias virales, memes y videos graciosos de internet.","Comedy channel that recreates viral trends, memes, and funny internet videos.","humorous, energetic, exaggerated",fast,medium,5,50,50,0,4231,1305043,119000,3154,medium,medium,strict_review,"Relies heavily on trends and memes, but offers colloquial Spanish exposure.",https://www.youtube.com/shorts/neviyXNp6k0|https://www.youtube.com/shorts/-EKXyGcOps8|https://www.youtube.com/shorts/orIfAhjCqdE|https://www.youtube.com/shorts/kQ8pswrJ3eg|https://www.youtube.com/shorts/C3Kvguh1Vd8
74,Paulina Cocina,@paulinacocina,UCpNbMDNc_GXApuxL4aHjSsA,https://www.youtube.com/@paulinacocina,UUpNbMDNc_GXApuxL4aHjSsA,AR,food,food|cooking|recipes|argentina|home_cooking|humor|making_from_scratch|kitchen|casual_speech,true,"Cooking-first creator with practical recipes and a casual, funny delivery.",Canal de recetas caseras con humor y explicaciones claras.,"Argentine home cooking, recipes, and food commentary with a casual comedic style.","practical, clear",medium,medium,4,36,36,0,122401,2203528,4670000,1590,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/_zWTJadlBLQ|https://www.youtube.com/shorts/5g0JC47oeLw|https://www.youtube.com/shorts/XH6LPBelEKQ|https://www.youtube.com/shorts/_BBSRLigKFg|https://www.youtube.com/shorts/-x4fPISiB8o
75,INNOVA manualidades,@innovamanualidades,UCd4RCnLvra1xhjQUZkXKaTw,https://www.youtube.com/@innovamanualidades,UUd4RCnLvra1xhjQUZkXKaTw,ES,making_from_scratch,making_from_scratch|diy|crafts|manualidades|home_decor|paper_crafts|reuse|tutorials|creative_projects,true,Direct match for crafts and things made from scratch.,"Canal de manualidades, decoración y proyectos creativos paso a paso.","DIY and craft channel focused on handmade decor, paper crafts, and creative reuse.","practical, clear",medium,medium,5,43,34,0,156201,4870299,2840000,585,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/tfgFher_p4o|https://www.youtube.com/shorts/ko_Q_p8Vvkk|https://www.youtube.com/shorts/3asaP82Kda0|https://www.youtube.com/shorts/g1vNwkpjdI4|https://www.youtube.com/shorts/LYCHqNtMgqo
76,La Hiperactina,@lahiperactina,UCV5G678sZwW5IcF3pCfRbHQ,https://www.youtube.com/@lahiperactina,UUV5G678sZwW5IcF3pCfRbHQ,ES,education,science|education|explainers|health|biology|curiosities|commentary|spanish|pop_science,false,,Canal de divulgación científica con explicaciones rápidas y entretenidas.,"Spanish science explainer channel with energetic, accessible short-form education.","entertaining, conversational",medium,medium,4,33,11,0,155650,427104,2610000,307,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/GSRjzngXUi0|https://www.youtube.com/shorts/L93LRRVGVdY|https://www.youtube.com/shorts/qmiPJlei9bk|https://www.youtube.com/shorts/9QKOkpu78CQ|https://www.youtube.com/shorts/dsomVW8Wdlc
77,Anna recetasfaciles,@annarecetasfaciles,UCVf-uzV0XR-3DLtRs1sg6Og,https://www.youtube.com/@annarecetasfaciles,UUVf-uzV0XR-3DLtRs1sg6Og,ES,food,food|cooking|recipes|home_cooking|desserts|making_from_scratch|kitchen|tutorials,true,Strong from-scratch recipe channel with clear process vocabulary.,Canal de recetas fáciles y caseras explicadas paso a paso.,Home-cooking channel centered on easy recipes and step-by-step kitchen instruction.,"practical, clear",medium,medium,5,45,44,0,89601,820459,5350000,1803,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/m9RluCsTRSo|https://www.youtube.com/shorts/eHIfp3A48jY|https://www.youtube.com/shorts/edSDGddf6qg|https://www.youtube.com/shorts/WuwmPujECnI|https://www.youtube.com/shorts/OwVZRpLdaKA
78,alanxelmundo,@alanxelmundo,UCTJTpwrK4a-ajXs4-Wry09A,https://www.youtube.com/@alanxelmundo,UUTJTpwrK4a-ajXs4-Wry09A,MX,travel,travel|culture|lifestyle|vlogs|mexico|world_travel|storytelling|recommendations,true,Lifestyle-adjacent travel with personal narration and practical cultural context.,Canal de viajes y cultura con narración personal.,"Major Spanish travel creator documenting places, culture, and practical travel experiences.","entertaining, conversational",fast,medium,3,28,20,0,74918,711057,3840000,1082,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/yroQlBBzHg4|https://www.youtube.com/shorts/4WvQr1FlVuI|https://www.youtube.com/shorts/WDilRrguzSg|https://www.youtube.com/shorts/b_Y1CVsci98|https://www.youtube.com/shorts/8g7_LDAEaZY
79,El Robot de Platón,@elrobotdeplaton,UCaVPhFg-Ax873wvhbNitsrQ,https://www.youtube.com/@elrobotdeplaton,UUaVPhFg-Ax873wvhbNitsrQ,unknown,education,science|education|explainers|curiosities|space|technology|commentary|spanish,false,,Canal de ciencia y curiosidades con explicaciones accesibles.,Science and curiosity explainer channel with accessible Spanish narration.,"entertaining, conversational",medium,medium,3,26,26,0,58524,223177,3050000,1349,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/fJPYC8hhmsA|https://www.youtube.com/shorts/RJNuDkv0Hus|https://www.youtube.com/shorts/jH8PMfpf4UI|https://www.youtube.com/shorts/ckOXdQA_0cc|https://www.youtube.com/shorts/kMflLbVlDo4
80,Pantomima Full,@pantomimafull,UCPu5nstS7cbx_GUiH-kxwVw,https://www.youtube.com/@pantomimafull,UUPu5nstS7cbx_GUiH-kxwVw,ES,comedy,comedy|social_commentary|skits|spanish|culture|satire|everyday_life|relationships,true,Commentary-through-comedy about social types and everyday situations.,Canal de sketches y sátira social sobre situaciones cotidianas.,Spanish comedy duo known for sharp social satire and character sketches.,"entertaining, conversational",fast,medium,5,50,8,0,452709,1733504,522000,269,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/1GwFfJO-rHc|https://www.youtube.com/shorts/1wvXCjrWFpU|https://www.youtube.com/shorts/sdWUgTNI6gQ|https://www.youtube.com/shorts/pEUrjSxtdr0|https://www.youtube.com/shorts/hDB9smA7Gi0
81,Recetas de Esbieta,@recetasdeesbieta,UCucNB6GOncGkTMB55ZrjYvg,https://www.youtube.com/@recetasdeesbieta,UUucNB6GOncGkTMB55ZrjYvg,ES,food,food|cooking|baking|recipes|bread|desserts|making_from_scratch|kitchen|tutorials,true,From-scratch cooking and baking with clear instructional style.,Canal de cocina y panadería con recetas detalladas.,Cooking and baking channel focused on detailed from-scratch recipes.,"practical, clear",medium,medium,3,29,13,0,43736,292627,3480000,759,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/Ce33sgmNILc|https://www.youtube.com/shorts/3KdHNEOQhwU|https://www.youtube.com/shorts/bh1uZxNZr7Y|https://www.youtube.com/shorts/45fcyJEjx1U|https://www.youtube.com/shorts/mkUGesjgU8k
82,¡Que Viva La Cocina!,@quevivalacocina,UCaYE5mZeDgNZshFsFl-rTEA,https://www.youtube.com/@quevivalacocina,UUaYE5mZeDgNZshFsFl-rTEA,ES,food,food|cooking|recipes|home_cooking|desserts|making_from_scratch|kitchen|tutorials,true,Practical recipes and process-heavy cooking content.,Canal de recetas caseras y postres explicados de forma directa.,"Home recipe channel with practical dishes, desserts, and direct Spanish instruction.","practical, clear",medium,high,3,22,9,10,57999,1161401,4330000,466,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/R95CD53ETEU|https://www.youtube.com/shorts/vn4sxBwVQn0|https://www.youtube.com/shorts/yg1WDMi3OtU|https://www.youtube.com/shorts/aOHrsgqCoiQ|https://www.youtube.com/shorts/BOO8X1z5VyU
83,ElMariana,@elmariana,UC06rPIABrthG0hwLTVhINLA,https://www.youtube.com/@elmariana,UU06rPIABrthG0hwLTVhINLA,MX,gaming,gaming|streaming|comedy|lifestyle|mexico|internet_culture|spanish|twitch,false,,Canal de gaming y clips de stream con humor casual.,Mexican gaming and streaming creator with casual comedic Spanish.,"entertaining, conversational",fast,medium,3,22,22,0,78054,4565025,1350000,52,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/Rue8lvCxMzI|https://www.youtube.com/shorts/-Ncn9hsjQIM|https://www.youtube.com/shorts/aAARShZgKfs|https://www.youtube.com/shorts/tqNI9DE-Gtk|https://www.youtube.com/shorts/loH-aBAdJwY
84,Las Recetas de MJ,@lasrecetasdemj,UCmObdAaNbtVVR1OkKUsdgqg,https://www.youtube.com/@lasrecetasdemj,UUmObdAaNbtVVR1OkKUsdgqg,ES,food,food|cooking|recipes|spanish_cuisine|home_cooking|making_from_scratch|kitchen|tutorials,true,Recipe channel with lots of cooking/process vocabulary.,Canal de recetas y cocina casera en español.,Spanish recipe channel focused on approachable cooking and kitchen instruction.,"practical, clear",medium,high,5,41,41,15,60423,324327,1870000,1840,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/RN_dzBQ5T8c|https://www.youtube.com/shorts/tHl0kQwnwps|https://www.youtube.com/shorts/Zpo9u9DSrOU|https://www.youtube.com/shorts/Ik_EDnrhg_c|https://www.youtube.com/shorts/izMEELhrfA4
85,RosyMcMichael,@rosymcmichael,UCZq1cMuSl4V3mnJCW3uTZMQ,https://www.youtube.com/@rosymcmichael,UUZq1cMuSl4V3mnJCW3uTZMQ,US,beauty,beauty|makeup|lifestyle|reviews|tutorials|skincare|spanish|product_testing,true,Beauty/lifestyle match with spoken explanations and routines.,"Canal de maquillaje, belleza y reseñas de productos.","Beauty and makeup creator with product reviews, tutorials, and lifestyle content.","entertaining, conversational",fast,medium,4,32,32,0,26734,118206,5550000,2211,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/mW-kL0BhO7E|https://www.youtube.com/shorts/5exmuXdBeCE|https://www.youtube.com/shorts/vPPmec8H_7k|https://www.youtube.com/shorts/xYBlNgNPyG8|https://www.youtube.com/shorts/akGVArpsTRE
86,Mariale,@mariale,UCSyoRFkB5xkaa3ScUcBaETw,https://www.youtube.com/@mariale,UUSyoRFkB5xkaa3ScUcBaETw,US,lifestyle,lifestyle|beauty|fashion|storytime|vlogs|reviews|spanish|relationships,true,Strong lifestyle/beauty match with conversational Spanish.,"Canal de lifestyle, belleza y entretenimiento.","Large lifestyle and beauty creator with vlogs, reviews, and story-driven shorts.","entertaining, conversational",fast,medium,4,33,33,0,10897,29596,15200000,5765,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/dTjTuoUa8SA|https://www.youtube.com/shorts/_7AquUtRUzs|https://www.youtube.com/shorts/Lr_ajaUa_98|https://www.youtube.com/shorts/b8N1pWmzLx8|https://www.youtube.com/shorts/mn0o1H4_TNY
87,Cristinini,@cristinini,UCCuNpAi5cNF4x-hcW2qawhw,https://www.youtube.com/@cristinini,UUCuNpAi5cNF4x-hcW2qawhw,ES,lifestyle,lifestyle|gaming|streaming|commentary|internet_culture|humor|spanish|pop_culture,true,Internet-culture commentary and personality-driven lifestyle/gaming content.,"Canal de gaming, humor y cultura de internet.","Spanish streamer and creator mixing gaming, humor, and internet culture commentary.","entertaining, conversational",fast,medium,3,28,12,0,43090,794776,1310000,560,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/_-mCRdBtNRU|https://www.youtube.com/shorts/X1LfHFFIlpY|https://www.youtube.com/shorts/iuVcMs0wxTE|https://www.youtube.com/shorts/rfrni1fraOs|https://www.youtube.com/shorts/OQrHhw9L-Q4
88,De mi Rancho a Tu Cocina,@demiranchoatucocina,UCJjyyWFwUIOfKhb35WgCqVg,https://www.youtube.com/@demiranchoatucocina,UUJjyyWFwUIOfKhb35WgCqVg,MX,food,food|cooking|mexican_food|traditional_cooking|home_cooking|making_from_scratch|kitchen|culture,true,Excellent from-scratch cooking with cultural value.,Canal de cocina tradicional mexicana hecha desde cero.,Traditional Mexican cooking channel with from-scratch food preparation.,"practical, clear",medium,low,2,12,12,0,157769,606669,4560000,776,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/0EKxMNPYk58|https://www.youtube.com/shorts/IyUrN8tX-ak|https://www.youtube.com/shorts/sOMHToHLhUM|https://www.youtube.com/shorts/qiQ5rF8T9wA|https://www.youtube.com/shorts/sskQUGBQmwo
89,Juanpa Zurita,@juanpazurita,UCUo7T81zvCqpPhfsPb_kajA,https://www.youtube.com/@juanpazurita,UUUo7T81zvCqpPhfsPb_kajA,MX,lifestyle,lifestyle|travel|vlogs|comedy|mexico|storytelling|adventure|spanish,true,Lifestyle/adventure creator with broad appeal.,"Canal de lifestyle, viajes, retos y aventuras.","Mexican lifestyle and adventure creator with travel, comedy, and vlog-style content.","entertaining, conversational",fast,medium,3,30,16,0,31041,329156,11300000,402,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/olyYMksPw2I|https://www.youtube.com/shorts/EAbQhVaaWlQ|https://www.youtube.com/shorts/PPaufHksHjQ|https://www.youtube.com/shorts/xFsr0MGPlMs|https://www.youtube.com/shorts/5lKv0guzkC8
90,Craftingeek*,@craftingeek,UCXnBB3IuuXAH2kDr69-632A,https://www.youtube.com/@craftingeek,UUXnBB3IuuXAH2kDr69-632A,MX,making_from_scratch,making_from_scratch|diy|crafts|manualidades|paper_crafts|decor|tutorials|creative_projects,true,Direct fit for DIY and handmade projects.,Canal de manualidades y proyectos creativos paso a paso.,Large Spanish DIY and crafts channel focused on handmade projects.,"practical, clear",medium,low,5,45,3,0,78187,1423982,10500000,1197,low,medium,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/mpzzFqTyLhs|https://www.youtube.com/shorts/WWy4Rk7qtVw|https://www.youtube.com/shorts/avJX02d-YhM|https://www.youtube.com/shorts/vK0Lwhh2-T8|https://www.youtube.com/shorts/Gr0OTAFC-r8
91,Lethal Crysis,@lethalcrysis,UCJCen5xxTtU7cnVHe3n424A,https://www.youtube.com/@lethalcrysis,UUJCen5xxTtU7cnVHe3n424A,ES,travel,travel|documentary|culture|adventure|nature|education|storytelling|spanish,false,,Canal de viajes documentales y aventura con narración cuidada.,"Documentary travel creator focused on culture, nature, and adventurous reporting.","entertaining, conversational",fast,medium,4,31,19,0,27593,561951,5850000,725,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/sSkVrVRkzzU|https://www.youtube.com/shorts/gVgaJj65kUI|https://www.youtube.com/shorts/_NzNzDyLJXA|https://www.youtube.com/shorts/4r8enZaJomg|https://www.youtube.com/shorts/aZDdxft6v9E
92,kiwilimón,@kiwilimon,UC2_z4Qr89l510_kajfPE-iA,https://www.youtube.com/@kiwilimon,UU2_z4Qr89l510_kajfPE-iA,MX,food,food|cooking|recipes|mexican_food|home_cooking|desserts|making_from_scratch|kitchen,true,"Recipe-heavy channel, useful for cooking vocabulary.",Canal de recetas mexicanas y cocina práctica.,Mexican recipe brand with short cooking tutorials and practical food ideas.,"practical, clear",medium,medium,5,49,49,0,3470,14473,2390000,7273,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/o9lQJGXp6Ng|https://www.youtube.com/shorts/gZPZUvx3-KM|https://www.youtube.com/shorts/Ba0tygr8b2g|https://www.youtube.com/shorts/MmddCFsneSU|https://www.youtube.com/shorts/c_8kEpYhwlA
93,Cooking from Spain,@cookingfromspain,UCloEkzqDL2K2uIY5oXV3y1w,https://www.youtube.com/@cookingfromspain,UUloEkzqDL2K2uIY5oXV3y1w,unknown,food,food|cooking|spanish_cuisine|recipes|travel|culture|making_from_scratch|kitchen,true,"Spanish food culture and recipes, strong from-scratch fit.",Canal sobre gastronomía española y recetas.,"Spanish food creator sharing Spanish gastronomy, recipes, and cooking culture.","practical, clear",medium,medium,3,22,8,0,62760,1160868,74500,117,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/3yPxE9U5Dx0|https://www.youtube.com/shorts/Q4hVheA6g9U|https://www.youtube.com/shorts/1SJzFcy0VZc|https://www.youtube.com/shorts/w01Ujq5cXuw|https://www.youtube.com/shorts/eTYBa30YvSQ
94,Galletasafortunadas,@galletasafortunadas,UCIJ6_abn98Td20OrO-0V2_A,https://www.youtube.com/@galletasafortunadas,UUIJ6_abn98Td20OrO-0V2_A,ES,making_from_scratch,making_from_scratch|diy|crafts|manualidades|creative_projects|decor|tutorials|home,true,Craft/tutorial channel with handmade projects.,Canal de manualidades y proyectos creativos.,Spanish craft channel with frequent handmade and creative project Shorts.,"practical, clear",medium,medium,4,40,40,0,6259,50674,457000,916,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/RfKy4Rr0aV8|https://www.youtube.com/shorts/_kzqU0-Op-A|https://www.youtube.com/shorts/JY0tunmr1tg|https://www.youtube.com/shorts/d5iG3hMd_NE|https://www.youtube.com/shorts/V4KDmdDBg3U
95,PutoMikel,@putomikel,UCSvkCc8rbluGVsZV-KKHCFA,https://www.youtube.com/@putomikel,UUSvkCc8rbluGVsZV-KKHCFA,ES,education,history|education|commentary|culture|archaeology|spain|explainers|spanish,false,,"Canal de historia, arqueología y cultura con tono cercano.",History and archaeology creator with accessible Spanish cultural commentary.,"entertaining, conversational",medium,medium,5,41,5,0,51952,456223,315000,135,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/dnuOMr3rXJQ|https://www.youtube.com/shorts/ANV1eOmY2qY|https://www.youtube.com/shorts/6qMzNZEtgGQ|https://www.youtube.com/shorts/sjEx2F41HAQ|https://www.youtube.com/shorts/tF0gzZj-brI
96,Spreen,@spreen,UCgTOIiEgjm58xLjHvDjmgdA,https://www.youtube.com/@spreen,UUgTOIiEgjm58xLjHvDjmgdA,AR,gaming,gaming|streaming|argentina|humor|internet_culture|twitch|spanish|pop_culture,false,,Canal de gaming y clips de streaming con humor argentino.,Argentine gaming and streaming creator with fast casual Spanish.,"entertaining, conversational",fast,low,1,10,6,0,1225145,24917750,8310000,680,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/ze6i2GnzqB0|https://www.youtube.com/shorts/45b1_1p6I-8|https://www.youtube.com/shorts/sdtoaHiZ4lo|https://www.youtube.com/shorts/pCjmZ0xkdDw|https://www.youtube.com/shorts/yvFzHhLcFvo
97,rociodta,@rociodta,UCLZnW5uA7lMGogr1zI09c8A,https://www.youtube.com/@rociodta,UULZnW5uA7lMGogr1zI09c8A,MX,lifestyle,lifestyle|beauty|fashion|vlogs|storytime|home|spanish|personal,true,Lifestyle and personal-vlog match.,"Canal de lifestyle, belleza y vida diaria.","Lifestyle creator with personal vlogs, beauty, and everyday-life Shorts.","entertaining, conversational",fast,medium,3,25,8,0,6615,32837,284000,372,low,high,known_creator_supplement,Known Spanish-language creator supplement verified through current upload samples and 2026 metrics.,https://www.youtube.com/shorts/yam2Aw67HRc|https://www.youtube.com/shorts/vcjC4G1RVU0|https://www.youtube.com/shorts/WPKmXBmAZ2E|https://www.youtube.com/shorts/8bfoO_VdebU|https://www.youtube.com/shorts/iFtwfx3pjz4
